SalePrice,Id
150851.5,2146
152657.06,2147
132553.86,2148
133691.28,2149
196723.69,2150
109986.35,2151
203473.02,2152
179780.48,2153
114003.23,2154
140568.36,2155
271064.28,2156
241059.6,2157
201975.05,2158
191112.5,2159
171259.31,2160
241231.47,2161
393365.03,2162
338919.16,2163
227741.52,2164
172800.8,2165
148238.05,2166
223680.22,2167
190042.84,2168
183301.25,2169
219479.08,2170
140677.14,2171
131033.414,2172
176901.42,2173
231635.66,2174
299602.3,2175
300830.4,2176
233977.98,2177
206357.25,2178
142185.42,2179
235347.62,2180
185053.64,2181
210445.23,2182
181228.27,2183
124882.26,2184
102763.484,2185
153266.77,2186
141859.52,2187
168074.84,2188
240714.84,2189
80095.875,2190
80339.31,2191
96049.625,2192
92718.91,2193
98338.93,2194
97057.38,2195
99029.07,2196
114396.51,2197
161647.17,2198
208357.6,2199
125556.586,2200
115243.64,2201
176542.17,2202
116301.48,2203
149293.84,2204
105375.734,2205
135894.42,2206
168658.14,2207
247438.95,2208
190495.92,2209
137051.06,2210
112157.45,2211
119110.34,2212
104525.79,2213
127395.14,2214
99054.055,2215
153765.44,2216
76475.12,2217
88394.12,2218
85620.87,2219
94273.445,2220
267981.25,2221
244956.1,2222
280218.22,2223
212632.77,2224
130196.14,2225
201623.11,2226
197970.11,2227
251891.58,2228
248036.2,2229
139909.83,2230
194447.14,2231
170400.73,2232
165999.11,2233
247146.86,2234
214430.89,2235
278057.47,2236
325036.62,2237
207074.64,2238
111212.08,2239
158084.17,2240
143198.33,2241
122605.07,2242
130095.88,2243
114922.77,2244
104403.75,2245
138150.45,2246
128816.84,2247
117351.125,2248
120593.35,2249
133294.14,2250
92685.62,2251
179676.02,2252
141902.6,2253
152464.03,2254
198578.16,2255
166815.61,2256
200710.42,2257
162287.17,2258
164856.3,2259
150935.08,2260
166622.83,2261
207008.62,2262
316467.56,2263
416322.06,2264
168600.31,2265
272424.3,2266
348314.97,2267
368545.75,2268
161976.38,2269
190239.72,2270
226686.75,2271
201661.08,2272
165159.97,2273
203179.08,2274
158785.05,2275
169179.89,2276
184895.17,2277
146705.34,2278
108617.016,2279
115051.945,2280
157898.86,2281
184077.61,2282
125964.73,2283
103606.055,2284
147133.08,2285
122509.36,2286
332177.22,2287
253957.19,2288
372608.56,2289
405244.84,2290
295985.12,2291
401366.47,2292
433165.0,2293
346982.0,2294
423005.84,2295
293826.97,2296
305465.2,2297
296794.84,2298
343358.78,2299
335341.88,2300
275153.9,2301
257156.53,2302
235506.0,2303
245301.5,2304
191987.89,2305
198927.69,2306
194911.52,2307
215604.8,2308
270122.78,2309
188857.31,2310
212494.97,2311
176504.77,2312
169607.81,2313
174379.4,2314
168508.08,2315
202330.92,2316
187314.5,2317
161899.2,2318
169081.78,2319
177054.34,2320
255653.23,2321
181915.89,2322
170723.48,2323
169029.14,2324
205978.06,2325
159698.16,2326
199758.56,2327
210409.8,2328
187547.94,2329
181067.44,2330
342712.28,2331
365793.94,2332
326278.94,2333
254272.9,2334
249161.7,2335
309601.53,2336
186319.16,2337
297831.16,2338
219999.5,2339
391257.7,2340
194714.42,2341
235042.64,2342
235647.64,2343
231410.17,2344
242435.78,2345
187858.02,2346
182401.64,2347
224585.95,2348
165930.44,2349
285633.0,2350
241015.39,2351
244151.33,2352
268472.44,2353
110381.12,2354
118772.07,2355
152430.69,2356
190465.34,2357
179212.11,2358
133633.88,2359
118558.37,2360
140564.31,2361
275617.66,2362
130497.984,2363
181811.98,2364
227579.83,2365
174637.6,2366
209020.7,2367
207840.0,2368
196564.05,2369
164094.66,2370
151406.08,2371
173436.11,2372
277092.03,2373
311450.38,2374
223569.02,2375
278246.34,2376
327794.3,2377
141865.03,2378
210753.56,2379
144712.64,2380
161176.78,2381
191065.61,2382
203001.8,2383
250697.66,2384
160274.84,2385
135823.25,2386
127265.97,2387
93887.375,2388
115461.73,2389
128275.445,2390
129901.39,2391
112213.28,2392
163072.69,2393
129012.91,2394
204974.52,2395
144792.98,2396
215969.05,2397
124214.29,2398
44977.77,2399
59224.35,2400
120943.516,2401
133080.42,2402
117587.25,2403
127096.42,2404
145864.97,2405
130991.17,2406
123814.97,2407
137025.55,2408
112241.71,2409
177714.12,2410
108872.69,2411
140622.55,2412
116139.445,2413
132146.08,2414
112330.914,2415
122367.41,2416
142290.69,2417
131953.33,2418
109989.8,2419
111978.45,2420
140886.89,2421
105456.38,2422
81343.53,2423
152366.34,2424
257350.1,2425
145397.67,2426
100832.27,2427
185714.45,2428
115432.12,2429
134768.9,2430
107163.734,2431
128595.22,2432
145430.22,2433
123814.664,2434
147947.0,2435
99488.91,2436
106190.57,2437
113144.07,2438
102626.99,2439
117884.33,2440
100235.28,2441
96343.09,2442
128435.89,2443
125826.11,2444
85421.84,2445
151437.36,2446
192016.5,2447
144373.31,2448
108308.29,2449
158168.84,2450
125568.586,2451
203729.16,2452
83479.945,2453
113561.15,2454
129780.51,2455
138297.23,2456
130489.27,2457
129195.625,2458
108852.34,2459
148437.27,2460
131533.4,2461
119878.46,2462
110539.484,2463
180420.69,2464
132361.7,2465
104957.836,2466
150957.12,2467
85540.18,2468
73108.47,2469
177324.64,2470
221408.67,2471
171517.48,2472
125767.445,2473
86705.41,2474
230594.27,2475
105693.49,2476
110886.45,2477
153618.58,2478
100236.75,2479
154730.95,2480
130077.43,2481
117110.04,2482
112669.8,2483
129589.35,2484
134404.28,2485
143181.52,2486
204853.16,2487
161345.23,2488
153147.02,2489
154903.86,2490
90806.84,2491
181632.86,2492
141973.11,2493
144029.1,2494
90987.64,2495
235401.56,2496
147263.67,2497
96416.42,2498
81997.08,2499
122977.16,2500
136790.36,2501
150567.72,2502
106339.82,2503
227713.06,2504
223233.92,2505
254938.14,2506
291219.75,2507
255093.11,2508
214385.53,2509
218294.42,2510
175078.86,2511
199848.78,2512
221499.1,2513
223712.34,2514
131422.12,2515
167096.12,2516
140592.89,2517
135915.81,2518
213976.83,2519
211427.2,2520
187818.62,2521
228058.34,2522
119816.69,2523
122742.914,2524
142277.84,2525
131322.5,2526
119985.66,2527
127532.85,2528
124239.04,2529
125385.14,2530
261773.56,2531
232449.92,2532
196210.9,2533
227849.61,2534
298682.28,2535
245242.45,2536
247012.39,2537
171479.05,2538
188494.73,2539
170594.9,2540
178911.47,2541
150638.17,2542
119196.31,2543
126805.555,2544
126964.12,2545
131831.86,2546
140959.28,2547
144283.56,2548
153136.36,2549
707390.8,2550
138878.33,2551
131222.86,2552
59849.566,2553
92539.3,2554
116839.945,2555
86095.4,2556
110339.68,2557
199697.38,2558
111152.24,2559
137484.92,2560
138953.69,2561
125445.81,2562
136442.64,2563
167610.23,2564
118482.51,2565
124466.08,2566
123855.42,2567
217164.39,2568
181564.92,2569
138218.69,2570
161758.78,2571
151680.97,2572
199185.22,2573
225290.36,2574
129354.984,2575
113263.234,2576
132163.94,2577
96338.07,2578
62549.3,2579
100263.92,2580
126736.734,2581
132360.75,2582
264146.28,2583
166313.45,2584
191156.53,2585
241862.95,2586
216172.53,2587
140932.2,2588
143054.19,2589
216930.77,2590
206378.36,2591
209220.84,2592
239249.72,2593
177624.8,2594
195064.6,2595
325548.56,2596
171971.61,2597
256915.94,2598
306117.38,2599
172354.03,2600
150104.62,2601
78524.555,2602
88745.16,2603
81650.766,2604
79604.72,2605
137169.73,2606
202062.67,2607
235804.12,2608
172084.64,2609
110603.82,2610
119598.336,2611
149528.75,2612
130765.125,2613
113255.01,2614
151914.67,2615
156088.5,2616
175042.08,2617
202261.6,2618
204316.53,2619
187717.08,2620
169602.42,2621
180835.89,2622
229785.38,2623
304213.25,2624
263230.5,2625
171696.78,2626
148261.98,2627
364186.6,2628
392053.8,2629
314790.78,2630
396108.97,2631
326086.3,2632
288496.56,2633
378482.84,2634
155785.19,2635
184794.73,2636
167007.62,2637
269655.8,2638
182788.38,2639
160777.78,2640
101488.19,2641
184615.02,2642
112631.89,2643
129907.83,2644
118469.83,2645
99379.06,2646
117782.17,2647
150533.75,2648
137024.47,2649
148717.84,2650
134649.81,2651
356810.38,2652
232984.45,2653
220854.4,2654
364138.84,2655
303061.78,2656
315621.28,2657
272179.7,2658
281803.84,2659
317125.56,2660
331034.88,2661
346942.4,2662
294450.16,2663
259379.67,2664
336280.1,2665
271163.16,2666
163732.81,2667
173873.27,2668
164104.1,2669
281973.22,2670
176559.2,2671
189290.55,2672
212718.8,2673
218890.22,2674
152258.55,2675
189725.33,2676
193173.98,2677
252391.72,2678
280839.78,2679
287940.78,2680
362912.44,2681
315848.06,2682
415710.28,2683
309734.0,2684
331977.47,2685
246234.88,2686
320723.6,2687
208595.72,2688
184084.66,2689
398623.06,2690
177812.75,2691
104465.69,2692
185116.0,2693
110339.164,2694
195638.89,2695
180632.62,2696
190558.02,2697
196366.05,2698
165327.86,2699
136042.3,2700
143689.17,2701
105968.63,2702
125398.51,2703
146368.5,2704
106770.64,2705
114568.195,2706
121956.52,2707
123209.7,2708
105017.664,2709
121671.55,2710
314650.16,2711
370971.0,2712
175273.89,2713
144422.14,2714
152410.56,2715
136887.03,2716
179226.47,2717
223036.4,2718
140881.39,2719
183411.17,2720
128416.695,2721
174655.38,2722
164748.62,2723
114075.16,2724
122172.08,2725
133905.86,2726
200029.06,2727
166177.75,2728
148240.25,2729
138486.84,2730
124915.33,2731
114454.71,2732
157839.62,2733
140994.48,2734
126568.21,2735
127077.484,2736
111424.82,2737
111095.82,2738
153022.44,2739
135863.89,2740
128182.03,2741
153213.31,2742
140036.45,2743
160160.23,2744
146889.45,2745
119616.305,2746
138619.11,2747
125133.36,2748
128854.07,2749
125111.73,2750
121117.17,2751
184038.83,2752
139860.44,2753
280845.88,2754
133319.66,2755
83111.34,2756
61678.402,2757
85624.38,2758
157641.88,2759
131565.5,2760
129075.04,2761
128537.82,2762
229559.44,2763
142514.72,2764
306778.72,2765
133382.61,2766
83510.52,2767
82519.53,2768
116972.23,2769
146332.33,2770
105093.07,2771
99628.61,2772
156826.1,2773
147008.12,2774
119054.9,2775
144402.22,2776
132546.66,2777
128137.04,2778
112432.21,2779
102404.5,2780
104673.28,2781
88649.6,2782
97809.805,2783
115750.23,2784
149226.03,2785
58348.7,2786
129759.63,2787
68171.98,2788
193087.22,2789
103835.625,2790
103056.31,2791
46567.223,2792
147407.19,2793
92240.02,2794
115140.99,2795
90148.59,2796
200955.81,2797
121770.75,2798
118284.875,2799
55102.742,2800
115664.86,2801
128228.2,2802
126579.91,2803
116404.37,2804
96332.16,2805
81970.305,2806
158428.72,2807
140588.5,2808
119364.016,2809
126723.23,2810
165316.17,2811
157423.67,2812
122738.57,2813
127758.17,2814
100027.87,2815
240030.86,2816
133586.88,2817
123865.12,2818
153246.34,2819
121002.93,2820
105738.664,2821
181093.83,2822
333088.8,2823
162615.52,2824
144225.05,2825
124677.0,2826
131990.2,2827
217596.45,2828
187811.08,2829
234474.69,2830
174261.86,2831
262642.75,2832
283627.75,2833
207500.95,2834
209141.3,2835
190487.83,2836
163240.62,2837
136728.0,2838
167589.83,2839
197582.52,2840
193532.47,2841
230222.11,2842
145379.45,2843
157959.72,2844
125891.73,2845
202729.62,2846
202143.19,2847
237142.77,2848
195033.64,2849
297219.03,2850
209629.02,2851
232751.55,2852
235108.67,2853
142111.97,2854
203498.5,2855
197176.3,2856
184551.08,2857
206648.11,2858
129469.09,2859
111426.4,2860
124759.3,2861
207472.83,2862
131488.5,2863
245841.23,2864
139199.89,2865
166103.48,2866
98808.76,2867
109526.4,2868
120408.77,2869
121284.93,2870
81897.96,2871
50698.92,2872
96210.94,2873
131277.44,2874
128333.484,2875
176763.52,2876
134866.66,2877
154295.86,2878
123794.99,2879
104565.945,2880
142314.95,2881
150458.86,2882
169420.1,2883
183722.28,2884
150072.44,2885
219351.97,2886
108985.78,2887
133849.03,2888
45472.133,2889
78323.91,2890
146973.27,2891
60021.6,2892
93640.65,2893
51426.082,2894
285617.22,2895
260439.22,2896
188837.03,2897
123407.66,2898
206381.61,2899
148609.86,2900
202340.61,2901
187651.89,2902
343201.62,2903
351263.34,2904
85788.85,2905
213806.97,2906
109552.52,2907
115274.83,2908
135400.56,2909
91048.94,2910
79721.38,2911
142302.84,2912
82476.57,2913
64095.344,2914
80413.09,2915
87124.08,2916
177957.48,2917
97814.84,2918
238542.62,2919
